siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
791199193,00016,79119919300016,O,2013-03-01,22,2023,,2025-01-31T02:53:08.945,true,A,O,,2013-03-01,9220,42,42,,,,,,,,,,85.59B,NAFRev2,W751218379,O,,22,2023,00016,2024-03-22T09:28:19,PME,2023,,96,,,BOULEVARD,BESSIERES,75017,PARIS,,75117,,,751170935_B,650034.9225226219,6866483.659134781,A,,,,,85.59B,NAFRev2,O
791279268,00035,79127926800035,O,2021-10-01,22,2023,,2024-03-30T02:28:28.129,true,A,O,,2013-01-02,5499,GO TRANSPORT ET LOGISTIQUE,,,,,,,,,,,49.41B,NAFRev2,,N,,22,2023,00035,2024-03-22T09:28:19,PME,2023,,34,,,AVENUE,DES CHAMPS ELYSEES,75008,PARIS,,75108,,,751081733_B,649251.0735534765,6863548.740824361,A,,,,GO TRANSPORT ET LOGISTIQUE,49.41B,NAFRev2,N
791296551,00041,79129655100041,O,2018-11-05,21,2023,,2025-09-11T10:31:27.7,true,A,O,,2013-01-02,5710,B LIVE,,,,,,,,,,,90.02Z,NAFRev2,,N,,22,2023,00041,2025-09-11T10:31:27.69,ETI,2023,,12,,,AVENUE,DE L'EUROPE,77600,BUSSY-SAINT-GEORGES,,77058,,,770580078_B,679433.4794428007,6859153.527667482,A,,,,B LIVE,90.02Z,NAFRev2,O
791336076,00041,79133607600041,O,2023-02-09,21,2023,,2024-03-30T05:22:06.68,true,A,O,,2013-02-15,5710,SCALLOG,,,,,,,,,,,62.02A,NAFRev2,,N,,21,2023,00041,2024-03-22T09:28:19,PME,2023,,15,,,RUE,DU PORT,92000,NANTERRE,,92050,,,920507265_B,639736.6635148406,6866192.930175932,A,SCALLOG,,,SCALLOG,62.01Z,NAFRev2,O
791339708,00012,79133970800012,O,2013-02-14,22,2023,,2025-01-21T03:00:38.687,true,A,O,,2013-02-14,5710,CONSTELLATION HOTEL DU LOUVRE,,,,,,,,,,,55.10Z,NAFRev2,,N,,22,2023,00012,2024-03-22T09:28:19,ETI,2023,,,,,PLACE,ANDRE MALRAUX,75001,PARIS,,75101,,,751010330_B,651229.3937334386,6862853.425111176,A,,,,,55.10Z,NAFRev2,O
791341274,00060,79134127400060,O,2023-10-01,22,2023,,2024-03-30T07:48:23.771,true,A,O,,2013-02-07,5710,CYBELANGEL,,,,,,,,,,,82.99Z,NAFRev2,,N,,22,2023,00060,2024-03-22T09:28:19,PME,2023,,51,,,RUE,LE PELETIER,75009,PARIS,,75109,,,751095590_B,651565.462371872,6864157.9864139175,A,,,,,82.99Z,NAFRev2,N
791417330,00028,79141733000028,O,2015-05-02,21,2023,,2024-03-30T17:34:40.054,true,A,O,,2013-02-01,5499,BABYCHOU SERVICES VINCENNES,,,,,,,,,,,88.91A,NAFRev2,,N,,21,2023,00028,2024-03-22T09:28:19,ETI,2023,,8,,,RUE,DE STRASBOURG,94300,VINCENNES,,94080,,,940808570_B,658757.1023615855,6861129.751796352,A,,,,,88.91A,NAFRev2,O
791517386,00029,79151738600029,O,2014-07-31,21,2023,,2024-03-30T11:28:26.762,true,A,O,,2013-02-04,5499,BABYCHOU SERVICES 92 NORD,,,,,,,,,,,88.91A,NAFRev2,,,,21,2023,00029,2024-03-22T09:28:19,ETI,2023,,177,,,AVENUE,ACHILLE PERETTI,92200,NEUILLY-SUR-SEINE,,92051,,,920510015_B,646086.4279097582,6865276.610347746,A,,,,,88.91A,NAFRev2,O
791588304,00034,79158830400034,O,2021-11-16,31,2023,8121ZZ,2024-03-30T06:47:37.711,true,A,O,,2013-01-01,5499,API SERVICES HOTELIERS,A.S.H,,,,,,,,,,81.21Z,NAFRev2,,N,,32,2023,00034,2024-03-22T09:28:19,GE,2023,,63,,,BOULEVARD,DE MENILMONTANT,75011,PARIS,,75111,,,751116267_B,655057.4608620387,6862653.660553406,A,,,,API SERVICES HOTELIERS,81.21Z,NAFRev2,O
791608300,00020,79160830000020,O,2014-01-01,21,2023,,2024-03-30T06:34:23.051,true,A,O,,2012-01-06,9220,TNS PARSONS,,,,,,,,,,,85.52Z,NAFRev2,W751213188,O,,21,2023,00020,2024-03-22T09:28:19,PME,2023,,45,,,RUE,SAINT-ROCH,75001,PARIS,,75101,,,751018740_B,651062.7712238308,6863147.730726911,A,,,,,85.52Z,NAFRev2,O
791667116,00036,79166711600036,O,2017-12-01,22,2023,,2024-03-30T02:44:43.535,true,A,O,,2013-03-01,5710,EXTEAM,,,,,,,,,,,71.12B,NAFRev2,,N,,22,2023,00036,2024-03-22T09:28:19,PME,2023,,53,,,RUE,BAUDIN,92300,LEVALLOIS-PERRET,,92044,,,920440626_B,647480.6856634824,6866641.157933334,A,,,,,71.12B,NAFRev2,N
791738800,00022,79173880000022,O,2013-04-01,21,2023,,2025-02-02T02:37:07.165,true,A,O,,2013-04-01,9220,SCET GE,,,,,,,,,,,94.99Z,NAFRev2,W751218187,O,,21,2023,00022,2024-05-15T05:34:46.198,PME,2023,,52,,,RUE,JACQUES HILLAIRET,75012,PARIS,,75112,,,751124795_B,655223.8138596814,6860568.299966253,F,,,,,94.99Z,NAFRev2,O
791824311,00033,79182431100033,O,2017-08-31,22,2023,,2025-04-09T13:01:36.257,true,A,O,,2013-03-04,5710,PRAGMATAN CONSULTING,,,,,,,,,,,78.30Z,NAFRev2,,N,,22,2023,00033,2025-04-09T13:01:36.232,PME,2023,,11,,,RUE,MARIUS FRANAY,92210,SAINT-CLOUD,,92064,,,920640830_B,642932.29,6861479.84,A,,,,PRAG GROUP - PRAG RPO - PRAG SALES - PRAG RECRUTEMENT - PRAG SDR - PRAG IT - PRAG FINANCE - PRAG RH,78.30Z,NAFRev2,O
791855505,00016,79185550500016,O,2013-03-15,21,2023,,2025-02-18T02:12:59.612,true,A,O,,2013-03-15,5710,G.R.P NETTOYAGES,,,,,,,,,,,81.21Z,NAFRev2,,,,21,2023,00016,2024-03-22T09:28:19,PME,2023,,63,,,AVENUE,DE LA COUR DE FRANCE,91260,JUVISY-SUR-ORGE,,91326,,,913260670_B,653708.7732176982,6844006.007243165,A,,,,,81.21Z,NAFRev2,O
791862618,00034,79186261800034,O,2018-05-17,32,2023,,2025-08-04T16:35:18.4,true,A,O,,2013-03-11,5710,SHIFT TECHNOLOGY,,,,,,,,,,,58.29A,NAFRev2,,N,,32,2023,00034,2025-08-04T16:35:18.382,ETI,2023,2-14,2,,,RUE,GERTY ARCHIMEDE,75012,PARIS,,75112,,,751124179_B,655059.7091509295,6859650.752374595,A,,,,,58.29A,NAFRev2,N
791917230,00041,79191723000041,O,2017-02-22,22,2023,,2025-11-13T16:33:06.903,true,A,O,,2013-02-28,5599,HUMENSIS,,,,,,,,,,,58.11Z,NAFRev2,,N,,22,2023,00041,2025-11-13T16:33:06.895,GE,2023,,170,B,,BOULEVARD,DU MONTPARNASSE,75014,PARIS,,75114,,,751146522_B,651260.7868498401,6860165.605160545,A,HUMENSIS,,,,58.11Z,NAFRev2,O
791925753,00026,79192575300026,O,2018-06-29,21,2023,,2025-10-11T15:31:30.441,true,A,O,,2013-03-11,5710,UPSLIDE,,,,,,,,,,,58.29C,NAFRev2,,N,,21,2023,00026,2025-10-11T15:31:30.412,PME,2023,,20,,,AVENUE,DE L'OPERA,75001,PARIS,,75101,,,751016904_B,651184.641210619,6863079.871244123,A,,,,,58.29C,NAFRev2,O
791940430,00055,79194043000055,O,2020-11-01,22,2023,,2025-01-28T02:48:33.217,true,A,O,,2013-03-20,5499,UBISOFT MOBILE GAMES,,,,,,,,,,,58.21Z,NAFRev2,,N,,22,2023,00055,2024-03-22T09:28:19,GE,2023,,2,,,AVENUE,PASTEUR,94160,SAINT-MANDE,,94067,,,940677120_B,657666.4142993953,6860534.707745325,A,,,,1492 STUDIO,58.21Z,NAFRev2,O
791967177,00019,79196717700019,O,2013-02-21,22,2023,,2025-02-18T02:15:02.009,true,A,O,,2013-02-21,5710,ECOLE SANTE ET JURIDIQUE,,,,,,,,,,,85.59B,NAFRev2,,N,,22,2023,00019,2024-09-03T05:19:21.881,ETI,2023,,171,,,AVENUE,CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE,,92051,,,920511436_B,645957.7,6865093.55,A,CFA ECOLE SANTE ET JURIDIQUE,,,CAMPUS AKALIS COLLEGE DE PARIS,85.59B,NAFRev2,N
792085292,00029,79208529200029,O,2013-03-15,21,2023,,2025-02-11T02:17:07.126,true,A,O,,2013-03-11,9220,ASSOCIATION POUR L ACCES A LA MEDECINE ET A LA SANTE,AMS,,,,,,,,,,88.99B,NAFRev2,W751218938,O,,21,2023,00029,2024-03-22T09:28:19,PME,2023,CENTRE DE SANTE POLYVALENT,63,,,BOULEVARD,JEAN JAURES,92110,CLICHY,,92024,,,920244730_B,649073.2789308288,6866995.234927068,A,,,,,88.99B,NAFRev2,O
792106015,00029,79210601500029,O,2022-02-25,21,2023,,2025-10-15T13:33:06.699,true,A,O,,2013-03-20,5710,ROGERVOICE,,,,,,,,,,,62.01Z,NAFRev2,,N,,21,2023,00029,2025-10-15T13:33:06.689,PME,2023,,47,B,,RUE,DES VINAIGRIERS,75010,PARIS,,75110,,,751109848_B,653097.6554107091,6863867.930104671,A,,,,,62.01Z,NAFRev2,O
792112211,00026,79211221100026,O,2015-01-01,21,2023,,2025-01-31T02:22:21.908,true,A,O,,2013-03-27,5710,SAS EHPAD ORNANO,,,,,,,,,,,87.10A,NAFRev2,,N,,21,2023,00026,2024-03-22T09:28:19,GE,2023,10-14,10,,,RUE,BAUDELIQUE,75018,PARIS,,75118,,,751180724_B,652149.4947399242,6866042.335174835,A,,,,,87.10A,NAFRev2,O
792138919,00024,79213891900024,O,2013-06-17,21,2023,,2024-03-30T02:10:35.121,true,A,O,,2013-03-08,5710,MAGNAMEAUX,,,,,,,,,,,47.11D,NAFRev2,,N,,21,2023,00024,2024-03-22T09:28:19,PME,2023,LA CHAPELLE DE LA COSTE C CIAL,,,,RUE,VINCENT VAN GOGH,78114,MAGNY-LES-HAMEAUX,,78356,,,783560668_B,632649.5916896712,6847484.175413159,A,INTERMARCHE,,,,47.11D,NAFRev2,O
792193476,00019,79219347600019,O,2013-04-02,22,2023,,2025-01-21T17:00:01.442,true,A,O,,2013-04-02,5710,FERMATIC SAS,,,,,,,,,,,43.29B,NAFRev2,,N,,22,2023,00019,2025-05-14T05:19:27.229,ETI,2023,RN 190,,,,,N 190,78440,GUITRANCOURT,,78296,,,782960375_B,609700.6391870343,6877370.35486505,A,,,,,43.29B,NAFRev2,O
792272916,00034,79227291600034,O,2018-04-26,21,2023,,2025-08-10T02:06:24.25,true,A,O,,2013-02-26,9220,EMMAUS CONNECT,,,,,,,,,,,88.99B,NAFRev2,W751218849,O,,22,2023,00034,2025-08-20T05:12:33.529,PME,2023,,71,,,RUE,ARCHEREAU,75019,PARIS,,75119,,,751190415_B,654274.2465241136,6866098.557536106,A,,,,,94.99Z,NAFRev2,N
792297798,00029,79229779800029,O,2020-02-05,22,2023,4312AZ,2024-03-29T23:04:20.554,true,A,O,,2013-04-05,5710,TERGI,,,,,,,,,,,43.12A,NAFRev2,,N,,22,2023,00029,2024-03-22T09:28:19,PME,2023,,33,,,RUE,DE LAMIRAULT,77090,COLLEGIEN,,77121,,,771210093_B,676524.2868940186,6858138.157066048,A,,,,,43.12A,NAFRev2,O
792325797,00035,79232579700035,O,2018-09-28,22,2023,,2025-01-14T03:20:27.205,true,A,O,,2013-02-21,5710,ALTHEA,,,,,,,,,,,64.20Z,NAFRev2,,N,,22,2023,00035,2025-09-03T14:56:39.451,ETI,2023,9-15,9,,,RUE,ROUGET DE LISLE,92130,ISSY-LES-MOULINEAUX,,92040,,,920402qwi_B,645997.1657795194,6859033.011441321,A,ALTHEA GROUPE,,,ALTHEA GROUPE,64.20Z,NAFRev2,O
792345779,00039,79234577900039,O,2015-08-31,21,2023,,2024-03-30T01:14:16.795,true,A,O,,2013-03-06,5499,BABYCHOU SERVICES MONTROUGE,,,,,,,,,,,88.91A,NAFRev2,,,,21,2023,00039,2024-03-22T09:28:19,ETI,2023,,151,,,AVENUE,DE LA REPUBLIQUE,92120,MONTROUGE,,92049,,,920498160_B,649695.6134019998,6856977.533045638,A,BABYCHOU SERVICES MONTROUGE,,,BABYCHOU SERVICES MONTROUGE,88.91A,NAFRev2,O
792399461,00021,79239946100021,O,2013-07-04,22,2023,,2025-04-24T15:00:44.996,true,A,O,,2013-04-11,5710,EPINAY EXPLOITATION,,,,,,,,,,,47.11F,NAFRev2,,N,,22,2023,00021,2025-04-24T15:00:44.979,PME,2023,159-165,159,,,ROUTE,DE SAINT-LEU,93800,EPINAY-SUR-SEINE,,93031,,,930318845_B,651287.6058267009,6872899.239689149,A,,,,,68.20B,NAFRev2,N
792432700,00054,79243270000054,O,2020-07-01,21,2023,,2025-02-16T02:20:49.894,true,A,O,,2013-04-01,5710,ISF ENERGIES,,,,,,,,,,,43.22B,NAFRev2,,N,,22,2023,00054,2024-03-22T09:28:19,PME,2023,,6,,,BOULEVARD,GEORGES MARIE GUYNEMER,78210,SAINT-CYR-L'ECOLE,,78545,,,785450308_B,631405.5680632698,6856928.310465793,A,,,,ISF ENERGIES,43.22B,NAFRev2,O
792447690,00019,79244769000019,O,2012-12-09,21,2023,,2025-02-14T02:25:37.916,true,A,O,,2012-12-09,9220,DEFI AUTISME SEINE ET MARNE,DEFI AUTISME 77,,,,,,,,,,88.91B,NAFRev2,W772003420,O,,21,2023,00019,2025-04-02T14:27:01.57,PME,2023,,33,,,RUE,DE LA FORET,77930,FLEURY-EN-BIERE,,77185,,,771850720_B,667508.0217539795,6815844.083335513,A,,,,,88.91B,NAFRev2,O
792458614,00023,79245861400023,O,2014-06-05,21,2023,,2024-03-30T11:06:46.113,true,A,O,,2013-03-22,5499,UN TREFLE POUR TOUS,,,,,,,,,,,88.91A,NAFRev2,,,,21,2023,00023,2024-03-22T09:28:19,PME,2023,,49,,,RUE,DE PARIS,95220,HERBLAY-SUR-SEINE,,95306,,,953061070_B,639219.0075075282,6877244.933293483,A,,,,,88.91A,NAFRev2,O
792601387,00063,79260138700063,O,2023-06-01,21,2023,8121ZZ,2024-03-30T11:12:20.256,true,A,O,,2013-04-10,5710,ATOUT PROPRETE SERVICES - APS,APS,,,,,,,,,,81.21Z,NAFRev2,,N,,21,2023,00063,2024-03-22T09:28:19,PME,2023,,11,,,RUE,PAUL DEROULEDE,92270,BOIS-COLOMBES,,92009,,,920097135_B,646601.5183454504,6868341.846886361,A,,,,,81.21Z,NAFRev2,O
792645277,00015,79264527700015,O,2013-03-27,22,2023,8121ZZ,2025-01-25T02:47:18.7,true,A,O,,2013-03-27,5499,POLYFRANCE OUEST,,,,,,,,,,,55.10Z,NAFRev2,,N,,22,2023,00015,2024-03-22T09:28:19,PME,2023,,43,,,RUE,BOURSAULT,75017,PARIS,,75117,,,751171214_B,650060.0209486854,6865202.61123364,A,,,,,55.10Z,NAFRev2,O
792692758,00032,79269275800032,O,2018-04-16,22,2023,,2025-09-25T19:02:17.049,true,A,O,,2013-04-24,5710,CARBON IT,,,,,,,,,,,62.02A,NAFRev2,,N,,22,2023,00032,2025-09-25T19:02:17.029,PME,2023,,131,,,AVENUE,CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE,,92051,,,920511436_B,646264.8309496633,6864942.011608642,A,,,,,62.02A,NAFRev2,O
792695389,00017,79269538900017,O,2013-04-01,21,2023,,2025-11-10T19:00:32.321,true,A,O,,2013-04-01,5710,CIDI GROUPE,,,,,,,,,,,73.11Z,NAFRev2,,N,,21,2023,00017,2025-11-10T19:00:32.315,PME,2023,ZAC DU BOIS BRIARD,,,,RUE,DE LA MARE NEUVE,91000,EVRY-COURCOURONNES,,91228,,,,,,A,CIDI GROUPE,,,,73.11Z,NAFRev2,O
792721367,00045,79272136700045,O,2022-05-30,21,2023,,2024-03-30T08:37:31.456,true,A,O,,2013-02-01,5710,DIDAXIS ETUDES CONSEIL,,,,,,,,,,,82.99Z,NAFRev2,,N,,21,2023,00045,2024-03-22T09:28:19,ETI,2023,,99,,,BOULEVARD,DE LA REINE,78000,VERSAILLES,,78646,,,786462520_B,636583.8689192351,6856877.1509649595,A,DIDAXIS ETUDES CONSEIL,,,DIDAXIS ETUDES CONSEIL,82.99Z,NAFRev2,O
792779456,00047,79277945600047,O,2022-05-30,21,2023,,2024-03-30T15:35:55.292,true,A,O,,2013-02-01,5710,DIDAXIS FORMATION,,,,,,,,,,,82.99Z,NAFRev2,,N,,21,2023,00047,2024-03-22T09:28:19,ETI,2023,,99,,,BOULEVARD,DE LA REINE,78000,VERSAILLES,,78646,,,786462520_B,636583.8689192351,6856877.1509649595,A,,,,DIDAXIS FORMATION,82.99Z,NAFRev2,N
792791329,00016,79279132900016,O,2013-04-25,21,2023,,2025-08-20T20:01:23.127,true,A,O,,2013-04-25,5710,SIMPLON.CO,,,,,,,,,,,85.59A,NAFRev2,,O,,31,2023,00016,2025-11-18T13:26:15.883,PME,2023,,55,,,RUE,DE VINCENNES,93100,MONTREUIL,,93048,,,930489665_B,658610.3694154792,6861751.724092885,A,,,,,82.99Z,NAFRev2,O
792804684,00027,79280468400027,O,2013-07-18,21,2023,,2024-03-22T15:40:57.001,true,A,O,,2013-04-30,5499,NEILWAN,,,,,,,,,,,56.10C,NAFRev2,,,,21,2023,00027,2025-08-12T05:14:18.693,PME,2023,,,,,LD,LES PETITS MARAIS,95470,SAINT-WITZ,,95580,,,,,,A,MCDONALD'S FRANCE,,,,56.10C,NAFRev2,O
792813826,00015,79281382600015,O,2012-12-14,21,2023,,2025-02-05T02:27:54.552,true,A,O,,2012-12-14,5499,ELICS SERVICES 75015,,,,,,,,,,,88.10A,NAFRev2,,N,,21,2023,00015,2024-03-22T09:28:19,GE,2023,,80,,,RUE,FONDARY,75015,PARIS,,75115,,,751153705_B,648509.6804681062,6860894.279074421,A,,,,PRO SENIORS,88.10A,NAFRev2,O
792893588,00014,79289358800014,O,2013-05-06,21,2023,,2025-10-03T10:01:30.069,true,A,O,,2013-05-06,5710,KPC,,,,,,,,,,,56.10C,NAFRev2,,N,,21,2023,00014,2025-10-03T10:01:30.055,PME,2023,,,,,,RN 4,77340,PONTAULT-COMBAULT,,77373,,,773730873_B,670396.930705432,6853046.980379891,A,,,,,56.10C,NAFRev2,O
793006388,00029,79300638800029,O,2013-04-01,21,2023,,2025-02-18T02:21:06.681,true,A,O,,2013-04-01,5710,TARADIS,,,,,,,,,,,47.11D,NAFRev2,,N,,21,2023,00029,2024-12-18T19:00:10.693,PME,2023,RD 48,,,,ROUTE,DE CONFLANS,95220,HERBLAY-SUR-SEINE,,95306,,,953060270_B,637160.6758946959,6878279.349998844,A,,,,,47.11D,NAFRev2,O
793160334,00017,79316033400017,O,2013-04-08,21,2023,,2025-02-24T14:36:47.629,true,A,O,,2013-04-08,5710,TJMAX,,,,,,,,,,,46.42Z,NAFRev2,,N,,21,2023,00017,2025-02-24T14:36:47.614,PME,2023,ZI PARIS NORD 2,290,,,RUE,DE LA BELLE ETOILE,95700,ROISSY-EN-FRANCE,,95527,,,955270025_B,664355.6952741307,6876403.528467892,A,,,,,46.42Z,NAFRev2,O
793166299,00024,79316629900024,O,2014-07-01,21,2023,,2025-05-26T07:03:29.379,true,A,O,,2013-05-17,5599,TISSIUM,,,,,,,,,,,72.19Z,NAFRev2,,N,,21,2023,00024,2025-05-26T07:03:29.355,PME,2023,,74,,,RUE,DU FBG ST ANTOINE,75012,PARIS 12,,75112,,,751123514_C,,,A,,,,TISSIUM,72.19Z,NAFRev2,O
793167974,00047,79316797400047,O,2017-08-01,22,2023,,2025-02-14T10:01:19.837,true,A,O,,2013-05-02,5710,REWORLD MEDIA FACTORY,,,,,,,,,,,73.12Z,NAFRev2,,N,,31,2023,00047,2025-02-14T10:01:19.825,ETI,2023,,8,,,RUE,DANJOU,92100,BOULOGNE BILLANCOURT,,92012,,,920122520_C,,,A,,,,,63.11Z,NAFRev2,O
793175712,00082,79317571200082,O,2018-09-12,22,2023,,2025-03-11T19:00:24.311,true,A,O,,2013-05-02,5710,ADENTAL GROUPE,,,,,,,,,,,70.22Z,NAFRev2,,N,,22,2023,00082,2025-04-04T14:33:54.013,ETI,2023,,23,B,,RUE,DANJOU,92100,BOULOGNE BILLANCOURT,,92012,,,920122520_C,,,A,,,,,70.22Z,NAFRev2,N
793196536,00072,79319653600072,O,2018-06-29,21,2023,,2025-03-06T15:33:19.964,true,A,O,,2013-05-23,5710,ARKOSE&CO,,,,,,,,,,,93.11Z,NAFRev2,,N,,32,2023,00072,2025-04-03T11:18:16.574,ETI,2023,37-39,37,,,RUE,DES GRANDS CHAMPS,75020,PARIS,,75120,,,751204287_B,656155.1018722623,6861391.377902021,A,,,,,93.11Z,NAFRev2,O
793288010,00085,79328801000085,O,2021-04-30,41,2023,,2024-03-30T11:12:31.279,true,A,O,,2013-05-24,5710,VISEO,,,,,,,,,,,62.02A,NAFRev2,,N,,42,2023,00085,2025-09-12T10:16:17.184,ETI,2023,94-96,94,,,RUE,DE PARIS,92100,BOULOGNE-BILLANCOURT,,92012,,,920127130_B,644322.3861027027,6860360.881270535,A,,,,,62.02A,NAFRev2,O
793313974,00040,79331397400040,O,2019-06-13,21,2023,,2025-01-16T02:19:09.893,true,A,O,,2013-06-01,5710,INOVARION,,,,,,,,,,,72.20Z,NAFRev2,,N,,21,2023,00040,2024-03-22T09:28:19,PME,2023,,251,,,RUE,SAINT-JACQUES,75005,PARIS,,75105,,,751058648_B,651666.0693663838,6860460.886960632,A,,,,,72.20Z,NAFRev2,N
793364209,00023,79336420900023,O,2018-06-01,21,2023,,2025-06-20T15:02:30.516,true,A,O,,2013-05-31,5710,DTI,,,,,,,,,,,70.22Z,NAFRev2,,N,,21,2023,00023,2025-09-16T10:37:12.646,GE,2023,,6,,,PLACE,DE LA PYRAMIDE,92800,PUTEAUX,,92062,,,920627500_B,644487.8314418439,6865727.743272077,A,,,,,70.22Z,NAFRev2,O
793408113,00025,79340811300025,O,1900-01-01,22,2023,,2025-10-20T17:32:54.643,true,A,O,,2013-05-29,5710,BROWN-FORMAN FRANCE,,,,,,,,,,,46.34Z,NAFRev2,,N,,22,2023,00025,2025-10-20T17:32:54.625,ETI,2023,,47,,,RUE,DE MONCEAU,75008,PARIS,,75108,,,751086419_B,649487.0807568093,6864450.408258697,A,,,,,46.34Z,NAFRev2,O
793439928,00011,79343992800011,O,2013-06-05,21,2023,,2025-02-11T02:24:24.288,true,A,O,,2013-06-05,5499,BLACK SHIELD SECURITE PRIVEE SARL,,,,,,,,,,,80.10Z,NAFRev2,,N,,21,2023,00011,2024-03-22T09:28:19,PME,2023,,5,,,RUE,DE LESSEPS,75020,PARIS,,75120,,,751205620_B,656002.0711638749,6862228.635990157,A,,,,,80.10Z,NAFRev2,O
793501487,00045,79350148700045,O,2017-05-04,21,2023,,2025-11-14T17:33:06.794,true,A,O,,2013-05-22,5710,SINGTIME,,,,,,,,,,,93.29Z,NAFRev2,,N,,21,2023,00045,2025-11-14T17:33:06.787,PME,2023,,40,,,AVENUE,DE LA REPUBLIQUE,75011,PARIS,,75111,,,751118158_B,654020.7827333602,6862997.061724449,A,BAM KARAOKE BOX,,,SINGTIME,56.30Z,NAFRev2,O
793571969,00047,79357196900047,O,2017-11-15,22,2023,,2024-03-30T17:10:25.251,true,A,O,,2013-04-15,9220,CHARLOTTE LOISIRS,,,,,,,,,,,94.99Z,NAFRev2,W774002177,O,,32,2023,00047,2024-03-22T09:28:19,PME,2023,,15,,,AVENUE,GALOIS,92340,BOURG-LA-REINE,,92014,,,920144120_B,649846.9968959382,6853190.546209212,A,,,,,94.99Z,NAFRev2,O
793645045,00014,79364504500014,O,2013-06-13,21,2023,,2024-03-30T19:21:16.708,true,A,O,,2013-06-13,5710,LUTAY,,,,,,,,,,,56.10C,NAFRev2,,N,,21,2023,00014,2024-03-22T09:28:19,PME,2023,,,,,AVENUE,JEAN MONNET,77680,ROISSY-EN-BRIE,,77390,,,773900541_B,674129.4179937543,6854995.740485165,A,MCDONALD'S,,,,56.10C,NAFRev2,O
793647132,00018,79364713200018,O,2013-06-20,21,2023,,2025-01-15T03:21:37.305,true,A,O,,2013-06-20,9223,GROUPEMENT D'EMPLOYEURS POUR L'INSERTION ET LA QUALIFICATION - AEROPORTUAIRE,GEIQ-AERO,,,,,,,,,,78.30Z,NAFRev2,W932004683,O,,21,2023,00018,2024-03-22T09:28:19,PME,2023,CONTINENTAL SQUARE 2-BATIMENT NEPTUNE,4,,,PLACE,DE BERLIN,93290,TREMBLAY-EN-FRANCE,,93073,,,930730297_B,667686.172384068,6878842.382251731,A,,,,,78.30Z,NAFRev2,O
793650086,00044,79365008600044,O,2022-11-01,21,2023,,2025-06-06T09:00:32.914,true,A,O,,2013-06-04,5710,MISSENARD ENERGIE,,,,,,,,,,,43.22B,NAFRev2,,N,,21,2023,00044,2025-06-06T09:00:32.896,GE,2023,90-112,90,,,AVENUE,DE LA LIBERTE,94700,MAISONS-ALFORT,,94046,,,940465120_B,658290.8797657255,6854802.019316504,A,,,,,43.22B,NAFRev2,O
793673120,00010,79367312000010,O,2013-07-01,21,2023,,2025-02-02T02:33:10.572,true,A,O,,2013-07-01,9220,ORGANISATION TOP GAN CLUB,TOP GAN CLUB,,,,,,,,,,55.20Z,NAFRev2,W931005546,O,,21,2023,00010,2024-03-22T09:28:19,PME,2023,,18,,,RUE,GOUBET,75019,PARIS,,75119,,,751194239_B,655277.3586693517,6865229.798778553,A,,,,,55.20Z,NAFRev2,N
793762469,00047,79376246900047,O,2021-03-01,21,2023,,2025-02-12T02:14:39.147,true,A,O,,2013-06-06,5710,MANUFACTURES DE MODE,,,,,,,,,,,74.10Z,NAFRev2,,N,,21,2023,00047,2024-03-22T09:28:19,GE,2023,,2,,,PLACE,SKANDERBEG,75019,PARIS,,75119,,,751198996_B,653942.708887065,6866996.922770944,A,,,,,74.10Z,NAFRev2,O
