siren,nic,siret,statutDiffusionEtablissement,dateCreationEtablissement,trancheEffectifsEtablissement,anneeEffectifsEtablissement,activitePrincipaleRegistreMetiersEtablissement,dateDernierTraitementEtablissement,etablissementSiege,etatAdministratifUniteLegale,statutDiffusionUniteLegale,unitePurgeeUniteLegale,dateCreationUniteLegale,categorieJuridiqueUniteLegale,denominationUniteLegale,sigleUniteLegale,sexeUniteLegale,nomUniteLegale,nomUsageUniteLegale,prenom1UniteLegale,prenom2UniteLegale,prenom3UniteLegale,prenom4UniteLegale,prenomUsuelUniteLegale,pseudonymeUniteLegale,activitePrincipaleUniteLegale,nomenclatureActivitePrincipaleUniteLegale,identifiantAssociationUniteLegale,economieSocialeSolidaireUniteLegale,societeMissionUniteLegale,trancheEffectifsUniteLegale,anneeEffectifsUniteLegale,nicSiegeUniteLegale,dateDernierTraitementUniteLegale,categorieEntreprise,anneeCategorieEntreprise,complementAdresseEtablissement,numeroVoieEtablissement,indiceRepetitionEtablissement,dernierNumeroVoieEtablissement,typeVoieEtablissement,libelleVoieEtablissement,codePostalEtablissement,libelleCommuneEtablissement,libelleCommuneEtrangerEtablissement,codeCommuneEtablissement,codePaysEtrangerEtablissement,libellePaysEtrangerEtablissement,identifiantAdresseEtablissement,coordonneeLambertAbscisseEtablissement,coordonneeLambertOrdonneeEtablissement,etatAdministratifEtablissement,enseigne1Etablissement,enseigne2Etablissement,enseigne3Etablissement,denominationUsuelleEtablissement,activitePrincipaleEtablissement,nomenclatureActivitePrincipaleEtablissement,caractereEmployeurEtablissement
793904426,00012,79390442600012,O,2013-06-06,21,2023,,2025-08-27T15:00:23.132,true,A,O,,2013-06-06,5710,SAFRAN TRUSTED 4D SAS,,,,,,,,,,,46.52Z,NAFRev2,,N,,21,2023,00012,2025-08-27T15:00:23.123,GE,2023,LES ULIS,3,,,AVENUE,DU CANADA,91940,LES ULIS,,91692,,,916920310_B,640717.2901412771,6843226.3055366175,A,,,,,46.69A,NAFRev2,O
794087502,00082,79408750200082,O,2022-01-01,22,2023,,2024-05-25T05:10:02.192,true,C,O,,2013-06-27,5710,EXPLEO LIFE SCIENCES FRANCE,,,,,,,,,,,74.90B,NAFRev2,,N,,32,2023,00082,2024-05-25T05:12:56.475,GE,2023,,3,,,AVENUE,DES PRES,78180,MONTIGNY-LE-BRETONNEUX,,78423,,,784231585_B,629940.8026024275,6854591.107852093,F,,,,,70.22Z,NAFRev2,O
794107326,00025,79410732600025,O,2018-04-16,22,2023,,2025-04-23T18:31:29.034,true,A,O,,2013-07-01,5499,MONGODB FRANCE SARL,,,,,,,,,,,70.21Z,NAFRev2,,N,,22,2023,00025,2025-04-23T18:31:29.01,PME,2023,2EME ETAGE,20,,,RUE,QUENTIN-BAUCHART,75008,PARIS,,75108,,,751087954_B,648788.1921648491,6863607.525755293,A,,,,,70.21Z,NAFRev2,N
794167593,00035,79416759300035,O,2014-10-01,21,2023,,2025-11-17T15:33:14.219,true,A,O,,2013-06-17,5710,METRON,,,,,,,,,,,63.11Z,NAFRev2,,N,,21,2023,00035,2025-11-17T15:33:14.213,PME,2023,,75,,,RUE,DE LOURMEL,75015,PARIS,,75115,,,751155814_B,647744.7577964576,6860841.524093723,A,,,,,63.11Z,NAFRev2,O
794185041,00025,79418504100025,O,2017-04-28,21,2023,,2025-01-20T02:30:18.604,true,A,O,,2013-08-01,9220,LES RAYONS,,,,,,,,,,,88.99B,NAFRev2,W931011605,O,,21,2023,00025,2024-03-22T09:28:19,PME,2023,,47,,,RUE,GEORGE SAND,93240,STAINS,,93072,,,930724122_B,654199.0503757262,6872657.701305072,A,,,,,88.99B,NAFRev2,O
794217414,00042,79421741400042,O,2015-01-22,21,2023,,2025-10-10T14:01:03.796,true,A,O,,2013-06-12,5710,SE3M,,,,,,,,,,,43.21A,NAFRev2,,,,21,2023,00042,2025-10-10T14:01:03.782,PME,2023,13-15,13,,,RUE,JEAN JAURES,92800,PUTEAUX,,92062,,,920624740_B,644802.136226111,6865213.092792232,A,,,,SE3M,43.21A,NAFRev2,O
794309518,00049,79430951800049,O,2020-11-06,21,2023,,2025-01-16T03:05:43.94,true,A,O,,2013-06-01,5499,TGS EXPRESS,,,,,,,,,,,49.41A,NAFRev2,,N,,21,2023,00049,2024-03-22T09:28:19,PME,2023,9-11,9,,,RUE,DU COLOMBIER,91320,WISSOUS,,91689,,,916890260_B,650479.4334656738,6847768.439215189,A,,,,,49.41A,NAFRev2,O
794377960,00057,79437796000057,O,2022-06-01,21,2023,,2025-01-18T02:29:53.345,true,A,O,,2013-07-08,5710,FINANCIA BUSINESS SCHOOL,,,,,,,,,,,85.59A,NAFRev2,,N,,21,2023,00057,2025-08-05T16:00:59.273,PME,2023,,45,,,RUE,DE LOURMEL,75015,PARIS,,75115,,,751155814_B,647884.2192029986,6861071.783444612,A,,,,,70.10Z,NAFRev2,N
794381202,00033,79438120200033,O,2019-12-13,21,2023,,2025-04-23T12:33:24.641,true,A,O,,2013-07-12,5710,QUANTCUBE TECHNOLOGY,,,,,,,,,,,63.11Z,NAFRev2,,N,,21,2023,00033,2025-04-23T12:33:24.63,PME,2023,,15,,,BOULEVARD,POISSONNIERE,75002,PARIS,,75102,,,751027560_B,651977.8953685713,6863634.689488289,A,,,,,63.11Z,NAFRev2,N
794387498,00023,79438749800023,O,2020-09-24,21,2023,,2025-08-21T10:32:41.656,true,A,O,,2013-07-15,5710,TEAM VITALITY,,,,,,,,,,,93.19Z,NAFRev2,,N,,21,2023,00023,2025-08-21T10:32:41.635,PME,2023,,102,,,BOULEVARD,DE SEBASTOPOL,75003,PARIS,,75103,,,751038894_B,652588.1729451547,6863288.722467643,A,,,,,93.19Z,NAFRev2,N
794396028,00019,79439602800019,O,2013-07-01,21,2023,,2025-01-15T03:21:37.828,true,A,O,,2013-07-01,5710,RESIDENCE L'ILE DE LA MARNE,,,,,,,,,,,87.10A,NAFRev2,,N,,21,2023,00019,2024-03-22T09:28:19,GE,2023,,17,,,RUE,DE LA CROIX BICHE,93160,NOISY-LE-GRAND,,93051,,,930510600_B,666194.1604090496,6861140.858059499,A,,,,RESIDENCE L'ILE DE LA MARNE,87.10A,NAFRev2,O
794409557,00046,79440955700046,O,2016-06-01,22,2023,,2025-07-22T07:00:40.011,true,A,O,,2013-07-12,5710,BETON SOLUTIONS MOBILES,,,,,,,,,,,23.63Z,NAFRev2,,N,,22,2023,00046,2025-07-22T07:00:39.991,ETI,2023,D'ACTIVITES DE PARIS-EST,9,,,ALLEE,LECH WALESA,77185,LOGNES,,77258,,,772583290_B,672511.9788666574,6858615.353678612,A,,,,,23.63Z,NAFRev2,O
794416081,00022,79441608100022,O,2019-07-01,22,2023,,2025-01-19T03:22:08.391,true,A,O,,2013-07-01,5710,IDS,,,,,,,,,,,86.22C,NAFRev2,,N,,22,2023,00022,2024-03-22T09:28:19,ETI,2023,,82,,,RUE,VILLENEUVE,92110,CLICHY,,92024,,,920249660_B,649948.5893217607,6867734.446345153,A,,,,,86.22C,NAFRev2,O
794438523,00035,79443852300035,O,2020-07-01,21,2023,,2025-05-15T14:01:14.605,true,A,O,,2013-07-08,5499,A.G.E,,,,,,,,,,,56.10C,NAFRev2,,N,,21,2023,00035,2025-05-15T14:01:14.586,PME,2023,,113,,,AVENUE,DE STALINGRAD,94800,VILLEJUIF,,94076,,,940768580_B,653520.3977067034,6853540.453346666,A,,,,,56.10C,NAFRev2,O
794484808,00025,79448480800025,O,2018-12-31,21,2023,,2024-10-28T13:07:06.35,true,A,O,,2013-07-15,5710,NANOXPLORE,,,,,,,,,,,46.52Z,NAFRev2,,N,,21,2023,00025,2025-04-15T05:16:46.913,PME,2023,,1,,,AVENUE,DE LA CRISTALLERIE,92310,SEVRES,,92072,,,920720507_B,642988.6283855988,6858814.295056993,A,,,,,46.52Z,NAFRev2,N
794514356,00052,79451435600052,O,2016-12-02,32,2023,,2025-06-23T15:01:53.045,true,A,O,,2013-06-28,5710,GSF GRANDE ARCHE,,,,,,,,,,,81.21Z,NAFRev2,,N,,42,2023,00052,2025-06-23T15:01:53.036,GE,2023,,8,,,RUE,EUGENE ET ARMAND PEUGEOT,92500,RUEIL-MALMAISON,,92063,,,920631296_B,639384.3969887196,6865898.245684262,A,,,,,81.22Z,NAFRev2,O
794520429,00034,79452042900034,O,2017-06-20,21,2023,,2025-01-24T03:12:02.729,true,A,O,,2013-09-01,5710,ELITA-TRANS,,,,,,,,,,,49.41B,NAFRev2,,N,,21,2023,00034,2024-03-22T09:28:19,PME,2023,,176,,,AVENUE,CHARLES DE GAULLE,92200,NEUILLY-SUR-SEINE,,92051,,,920511436_B,645655.9080488726,6865319.889499122,A,,,,,49.41B,NAFRev2,O
794548750,00049,79454875000049,O,2021-01-08,21,2023,,2025-01-18T03:10:04.489,true,A,O,,2013-08-01,5710,MLADVISORY,,,,,,,,,,,70.22Z,NAFRev2,,N,,21,2023,00049,2024-03-22T09:28:19,PME,2023,,12,,,RUE,AUBER,75009,PARIS,,75109,,,751090514_B,650780.8247824705,6863853.906542641,A,,,,,70.22Z,NAFRev2,O
794581744,00024,79458174400024,O,2013-09-20,21,2023,,2024-03-30T10:04:49.181,true,A,O,,2013-07-29,5710,BM BYMYCAR BAC,,,,,,,,,,,45.11Z,NAFRev2,,,,21,2023,00024,2024-03-22T09:28:19,GE,2023,2-4,2,,,RUE,LAVOISIER,94430,CHENNEVIERES-SUR-MARNE,,94019,,,940190374_B,666751.8200041028,6855240.039800453,A,,,,,45.11Z,NAFRev2,O
794585257,00023,79458525700023,O,2015-01-29,21,2023,,2025-11-12T15:34:10.842,true,A,O,,2013-07-26,5710,GROUPE REFERENCE,,,,,,,,,,,70.22Z,NAFRev2,,N,,22,2023,00023,2025-11-12T15:34:10.834,PME,2023,,27,,,AVENUE,TRUDAINE,75009,PARIS,,75109,,,751099484_B,651846.8182793097,6864773.918073526,A,,,,,70.22Z,NAFRev2,O
794592881,00062,79459288100062,O,2023-06-30,21,2023,,2025-02-15T02:25:17.09,true,C,O,,2013-07-17,5710,AGYLA,,,,,,,,,,,62.02A,NAFRev2,,N,,21,2023,00062,2024-11-15T05:31:40.626,PME,2023,,24,,,RUE,DE MOGADOR,75009,PARIS,,75109,,,751096399_B,650964.3230892925,6864118.675850129,F,,,,,62.02A,NAFRev2,N
794598813,00077,79459881300077,O,2020-01-10,42,2023,,2025-11-03T16:01:29.278,true,A,O,,2013-07-15,5710,DOCTOLIB,,,,,,,,,,,62.01Z,NAFRev2,,N,,42,2023,00077,2025-11-03T16:01:29.255,ETI,2023,,54,,,QUAI,CHARLES PASQUA,92300,LEVALLOIS-PERRET,,92044,,,920441458_B,647558.9786218982,6866995.966961737,A,,,,,62.01Z,NAFRev2,O
794693960,00047,79469396000047,O,2023-05-24,21,2023,,2025-01-17T02:38:48.914,true,A,O,,2013-08-01,5710,HEETCH,,,,,,,,,,,49.32Z,NAFRev2,,N,,21,2023,00047,2024-10-08T05:29:35.489,PME,2023,,198,B,,RUE,LA FAYETTE,75010,PARIS,,75110,,,751105240_B,653380.7450171123,6864754.36035186,A,,,,,49.32Z,NAFRev2,N
794741157,00059,79474115700059,O,2022-08-16,21,2023,,2025-01-30T02:16:30.855,true,A,O,,2013-09-01,5710,PARFUMERIE AMICALE,,,,,,,,,,,47.75Z,NAFRev2,,N,,21,2023,00059,2025-11-11T13:17:20.975,GE,2023,27-29,27,,,RUE,GUENEGAUD,75006,PARIS,,75106,,,751064367_B,651446.4324979748,6861919.307558727,A,,,,OFFICINE UNIVERSELLE BULY,47.75Z,NAFRev2,N
794869354,00058,79486935400058,O,2019-07-15,22,2023,,2025-02-18T02:21:42.538,true,C,O,,2013-08-09,5710,BYREDO FRANCE SAS,,,,,,,,,,,46.45Z,NAFRev2,,N,,22,2023,00058,2025-01-03T18:31:49.978,ETI,2023,,35,,,RUE,DES RENAUDES,75017,PARIS,,75117,,,751172752_B,648456.9995972515,6864787.752172033,F,,,,,46.45Z,NAFRev2,O
794926063,00247,79492606300247,O,2020-08-24,21,2023,,2025-08-01T05:21:55.231,true,A,O,,2013-09-01,5710,INNOV'EDUC,,,,,,,,,,,85.59B,NAFRev2,,N,,22,2023,00247,2025-08-28T05:11:38.093,PME,2023,44-46,44,,,RUE,ALPHONSE PENAUD,75020,PARIS,,75120,,,751200245_B,656429.5896946242,6863366.416605243,A,WILD CODE SCHOOL,,,WILD CODE SCHOOL,85.59B,NAFRev2,N
795039528,00026,79503952800026,O,2013-10-12,21,2023,,2025-01-15T03:12:44.609,true,A,O,,2013-07-29,5499,QUALCOMM FRANCE,,,,,,,,,,,72.19Z,NAFRev2,,N,N,31,2023,00026,2025-09-03T15:01:52.091,PME,2023,PARC ARIANE IMM NEPTUNE,5,,,BOULEVARD,DES CHENES,78280,GUYANCOURT,,78297,,,782970029_B,630831.51065404,6854710.741007609,A,,,,,72.19Z,NAFRev2,O
795042993,00019,79504299300019,O,2013-07-01,22,2023,,2025-01-15T03:04:42.806,true,A,O,,2013-07-01,5710,DWEHO GROUPE,,,,,,,,,,,63.12Z,NAFRev2,,N,,22,2023,00019,2024-03-22T09:28:19,PME,2023,,25,,,RUE,DE PONTHIEU,75008,PARIS,,75108,,,751087612_B,649317.1999177743,6863636.121531327,A,,,,,63.12Z,NAFRev2,O
795047042,00044,79504704200044,O,2018-05-14,21,2023,,2025-02-04T02:28:22.169,true,A,O,,2013-08-19,5710,CONTEXTE,,,,,,,,,,,58.13Z,NAFRev2,,N,,21,2023,00044,2024-12-28T05:17:59.345,PME,2023,,9,,,COUR,DES PETITES ECURIES,75010,PARIS,,75110,,,751107328_B,652482.1911681865,6863828.133163375,A,,,,,58.13Z,NAFRev2,N
795119858,00046,79511985800046,O,2022-12-01,21,2023,,2025-02-04T02:27:46.231,true,A,O,,2013-08-27,5710,OVALO,,,,,,,,,,,62.02A,NAFRev2,,N,,21,2023,00046,2024-12-12T09:00:15.442,PME,2023,,12,,,RUE,PONCELET,75017,PARIS,,75117,,,751177593_B,648441.0114002764,6864565.379743765,A,OVALO,,,OVALO,62.02A,NAFRev2,N
795190701,00032,79519070100032,O,2016-10-03,21,2023,,2025-02-01T02:59:13.999,true,A,O,,2013-08-01,5710,LISTENTOO,,,,,,,,,,,62.02A,NAFRev2,,N,,21,2023,00032,2025-05-28T13:31:24.6,PME,2023,12-14,12,,,RUE,DE L'EGLISE,75015,PARIS,,75115,,,751153177_B,647558.4163510274,6860801.17444319,A,,,,,62.02A,NAFRev2,O
795206226,00016,79520622600016,O,2013-09-13,22,2023,,2025-01-30T02:35:35.908,true,A,O,,2013-09-13,5710,IEDGE INFORMATION TECHNOLOGY,IEDGE,,,,,,,,,,62.01Z,NAFRev2,,,,22,2023,00016,2024-03-22T09:28:19,PME,2023,,83,,,RUE,DE REUILLY,75012,PARIS,,75112,,,751128175_B,655216.9501753944,6860696.340857378,A,IEDGE,,,IEDGE,62.01Z,NAFRev2,O
795246396,00019,79524639600019,O,2013-10-01,21,2023,,2025-01-25T03:19:46.283,true,A,O,,2013-10-01,5710,GLOBAL-EXAM,,,,,,,,,,,78.30Z,NAFRev2,,N,,21,2023,00019,2024-03-22T09:28:19,PME,2023,,53,,,RUE,FENELON,92120,MONTROUGE,,92049,,,920493530_B,649561.9792997288,6856955.454203691,A,,,,,78.30Z,NAFRev2,O
795264936,00035,79526493600035,O,2020-07-01,21,2023,4321AB,2025-10-14T05:17:11.608,true,A,O,,2013-09-13,5499,EXPERCOM,,,,,,,,,,,43.21A,NAFRev2,,N,,21,2023,00035,2025-10-14T05:17:11.59,PME,2023,2-4,2,,,RUE,MARYSE BASTIE,93120,LA COURNEUVE,,93027,,,930276127_B,656964.1795870836,6870617.835074904,A,,,,,43.21A,NAFRev2,N
795289628,00088,79528962800088,O,2019-11-04,32,2023,,2025-02-14T02:23:25.235,true,A,O,,2013-09-12,5710,APTISKILLS,,,,,,,,,,,71.12B,NAFRev2,,N,,41,2023,00088,2025-11-10T13:13:24.595,ETI,2023,,28,,,RUE,EDOUARD VAILLANT,92300,LEVALLOIS-PERRET,,92044,,,920443125_B,648051.4204468143,6866153.162988906,A,,,,,71.12B,NAFRev2,O
795367655,00052,79536765500052,O,2023-02-01,21,2023,,2025-08-09T18:31:43.035,true,A,O,,2013-09-01,5710,STEAMULO,,,,,,,,,,,62.01Z,NAFRev2,,N,,21,2023,00052,2025-08-09T18:31:43.025,PME,2023,,14,,,RUE,AUBER,75009,PARIS,,75109,,,751090514_B,650742.231081581,6863887.261247818,A,,,,,62.01Z,NAFRev2,O
797426376,00027,79742637600027,O,2015-07-31,21,2023,,2025-10-29T14:59:42.734,true,A,O,,2013-09-13,5710,STILLA TECHNOLOGIES SAS,,,,,,,,,,,71.12B,NAFRev2,,N,,21,2023,00027,2025-10-29T14:59:42.723,PME,2023,,1,,,,MAIL DU PARV DU PR GEORGES MATHE,94800,VILLEJUIF,,94076,,,940767178_B,652960.282285182,6855222.963839557,A,,,,,71.12B,NAFRev2,O
797488723,00017,79748872300017,O,2013-09-11,21,2023,,2025-07-01T13:08:22.04,true,A,O,,2013-09-11,5710,RESIDE ETUDES SENIORS,R.E.S.,,,,,,,,,,68.20A,NAFRev2,,N,N,42,2023,00017,2025-07-01T13:08:22.036,ETI,2023,,31,,,RUE,DU MARECHAL DE LUXEMBOURG,77100,MEAUX,,77284,,,772840778_B,690918.0178679315,6872683.966459893,A,,,,,87.30A,NAFRev2,N
797519006,00044,79751900600044,O,2022-07-20,21,2023,,2025-02-08T02:12:26.395,true,C,O,,2013-09-02,5499,RANDSTAD DIGITAL EXPERTISE ET RECHERCHE,A E R,,,,,,,,,,71.12B,NAFRev2,,N,,22,2023,00044,2024-12-20T05:08:33.806,GE,2023,,5,,,ALLEE,GUSTAVE EIFFEL,92130,ISSY-LES-MOULINEAUX,,92040,,,920404188_B,646038.6446096915,6858875.170179306,F,,,,,71.12B,NAFRev2,N
797546660,00011,79754666000011,O,2013-09-27,21,2023,,2025-07-23T14:35:20.523,true,A,O,,2013-09-27,5710,DIGITAL COLLEGE,,,,,,,,,,,85.59B,NAFRev2,,N,,21,2023,00011,2025-10-14T16:28:52.942,ETI,2023,,15,,,RUE,MONTMARTRE,75001,PARIS,,75101,,,751016513_B,651962.0560854961,6862910.01956071,A,,,,,85.59B,NAFRev2,O
797610730,00310,79761073000310,O,2018-01-12,22,2023,,2025-06-27T13:33:30.596,true,A,O,,2013-11-01,5710,EDPR FRANCE HOLDING,,,,,,,,,,,64.20Z,NAFRev2,,N,,22,2023,00310,2025-11-14T17:01:00.659,ETI,2023,,25,,,QUAI,PANHARD ET LEVASSOR,75013,PARIS,,75113,,,751137026_B,654786.103869692,6858876.2879261775,A,,,,,64.20Z,NAFRev2,O
797767035,00034,79776703500034,O,2017-09-18,21,2023,,2025-11-19T16:33:56.086,true,A,O,,2013-09-23,5710,LP MANAGEMENT,,,,,,,,,,,70.22Z,NAFRev2,,N,,21,2023,00034,2025-11-19T16:33:56.08,GE,2023,,10,,,BOULEVARD,DE GRENELLE,75015,PARIS,,75115,,,751154310_B,647864.2946950237,6861720.252290376,A,,,,,70.22Z,NAFRev2,O
797767951,00024,79776795100024,O,2017-11-03,22,2023,,2025-01-20T02:53:34.458,true,A,O,,2013-10-01,5710,NISSOU SECURITE,,,,,,,,,,,80.10Z,NAFRev2,,N,,22,2023,00024,2024-03-22T09:28:19,PME,2023,9-11,9,,,AVENUE,MICHELET,93400,SAINT-OUEN-SUR-SEINE,,93070,,,930706165_B,651951.3722176602,6868365.461030404,A,,,,,80.10Z,NAFRev2,O
797799863,00031,79779986300031,O,2016-07-04,21,2023,,2024-03-30T10:43:49.366,true,A,O,,2012-07-24,9220,COMPAGNONS BATISSEURS ILE DE FRANCE,,,,,,,,,,,94.99Z,NAFRev2,W931010585,O,,21,2023,00031,2024-03-22T09:28:19,PME,2023,,3,,,RUE,DE PARADIS,75010,PARIS,,75110,,,751107043_B,652672.1059242677,6864016.953289613,A,,,,,94.99Z,NAFRev2,O
797905312,00048,79790531200048,O,2021-03-24,21,2023,,2025-02-02T02:24:31.526,true,A,O,,2013-10-31,5499,GALAAD AUTONOMIE,,,,,,,,,,,88.10A,NAFRev2,,N,,21,2023,00048,2024-03-22T09:28:19,PME,2023,,53,,,AVENUE,JEAN JAURES,93350,LE BOURGET,,93013,,,930134720_B,658037.1770601487,6870386.762484955,A,,,,GALAAD AUTONOMIE,88.10A,NAFRev2,O
797910064,00071,79791006400071,O,2023-04-17,21,2023,,2024-03-30T15:03:28.659,true,A,O,,2013-09-01,5710,HIKVISION FRANCE,,,,,,,,,,,46.52Z,NAFRev2,,N,,21,2023,00071,2024-03-22T09:28:19,PME,2023,1-3 IMM COPERNIC 2 - BAT NEPTUNE,1,,,RUE,GALILEE,93160,NOISY-LE-GRAND,,93051,,,930510987_B,666747.3806577576,6860304.355927678,A,,,,,46.52Z,NAFRev2,O
798011920,00013,79801192000013,O,2013-10-09,32,2023,,2025-02-11T02:21:47.421,true,A,O,,2013-10-09,5710,TIMPAE,,,,,,,,,,,70.10Z,NAFRev2,,N,,32,2023,00013,2024-03-22T09:28:19,ETI,2023,,8,,,RUE,THOMAS EDISON,94000,CRETEIL,,94028,,,940289146_B,659283.2268579305,6855424.313631035,A,,,,,70.10Z,NAFRev2,O
798025276,00030,79802527600030,O,2019-10-14,41,2023,,2025-07-23T12:01:50.112,true,A,O,,2013-09-23,5710,DALKIA EN,,,,,,,,,,,33.11Z,NAFRev2,,N,,41,2023,00030,2025-07-23T12:01:50.099,GE,2023,"TOUR EUROPE,",33,,,PLACE,DES COROLLES,92400,COURBEVOIE,,92026,,,920261558_B,644691.1977860196,6865929.299342875,A,,,,,33.12Z,NAFRev2,O
798028965,00050,79802896500050,O,2022-08-01,21,2023,,2024-03-30T17:16:28.665,true,A,O,,2013-10-21,5710,GRIFFON PROTECTION,,,,,,,,,,,80.10Z,NAFRev2,,N,,21,2023,00050,2024-03-22T09:28:19,PME,2023,,41,,,RUE,D'AULNAY,95500,GONESSE,,95277,,,952770100_B,659728.275262586,6875735.184757194,A,,,,,80.10Z,NAFRev2,N
798070231,00039,79807023100039,O,2017-06-01,22,2023,,2025-11-04T19:01:47.276,true,A,O,,2013-09-08,5710,HAVEAGOODAY,,,,,,,,,,,56.10C,NAFRev2,,N,,22,2023,00039,2025-11-24T18:31:33.1,PME,2023,,19,,,RUE,D'AGUESSEAU,92100,BOULOGNE-BILLANCOURT,,92012,,,920120050_B,643963.2994245596,6860746.199033518,A,,,,,56.10C,NAFRev2,N
798090627,00034,79809062700034,O,2018-04-11,22,2023,,2025-04-11T13:01:32.933,true,A,O,,2013-10-22,5710,DREAMJET,,,,,,,,,,,51.10Z,NAFRev2,,N,,22,2023,00034,2025-04-11T13:01:32.923,ETI,2023,21-37-LE BAUDRON,21,,,RUE,DE STALINGRAD,94110,ARCUEIL,,94003,,,940038555_B,651300.9131155149,6856684.1753585525,A,,,,,51.10Z,NAFRev2,N
798118790,00020,79811879000020,O,2013-12-19,21,2023,,2025-02-11T02:32:51.461,true,A,O,,2013-09-16,5710,SENART 8,,,,,,,,,,,56.10C,NAFRev2,,N,,21,2023,00020,2024-03-22T09:28:19,GE,2023,ZAC DES PORTES DE SENART,,,,,LE CHENE MOREAU,77380,COMBS LA VILLE,,77122,,,77122B017_C,,,A,MCDONALD'S,,,,56.10C,NAFRev2,O
798229977,00037,79822997700037,O,2022-03-01,21,2023,,2025-08-13T05:14:24.568,true,A,O,,2013-10-09,5499,AIDE SERVICES DOMICILE PERSONNES,,,,,,,,,,,88.10A,NAFRev2,,N,,21,2023,00037,2025-08-13T05:14:24.552,PME,2023,,159,,,AVENUE,GABRIEL PERI,91700,SAINTE-GENEVIEVE-DES-BOIS,,91549,,,915491510_B,650356.0991379921,6838816.061633316,A,COMPLICE DE VIE,,,COMPLICE DE VIE,88.10A,NAFRev2,O
798237327,00043,79823732700043,O,2019-06-01,21,2023,,2025-05-20T13:01:52.726,true,A,O,,2013-11-04,5710,TIM PAYSAGE,,,,,,,,,,,81.30Z,NAFRev2,,N,,21,2023,00043,2025-05-20T13:01:52.711,PME,2023,,14,,,RUE,DE LA PERDRIX,93420,VILLEPINTE,,93078,,,930781068_B,663921.8749993526,6875205.7092178855,A,,,,,81.30Z,NAFRev2,O
798256616,00011,79825661600011,O,2013-11-04,21,2023,,2025-02-15T02:09:03.272,true,A,O,,2013-11-04,5499,GDS 78-95 SERVICES,,,,,,,,,,,88.10A,NAFRev2,,N,,21,2023,00011,2024-04-30T05:10:03.551,GE,2023,,187,,,AVENUE,DU MARECHAL FOCH,78700,CONFLANS-SAINTE-HONORINE,,78172,,,781721680_B,634970.4987721522,6878722.20873424,A,,,,,88.10A,NAFRev2,O
798290979,00037,79829097900037,O,2020-05-01,31,2023,,2025-02-17T02:25:47.247,true,A,O,,2013-10-01,5499,PRESTATION GARDIENNAGE SECURITE,,,,,,,,,,,80.10Z,NAFRev2,,N,,31,2023,00037,2024-03-22T09:28:19,PME,2023,,48,,,AVENUE,SECRETAN,75019,PARIS,,75119,,,751198896_B,654148.8573246258,6864671.832575825,A,,,,,80.10Z,NAFRev2,O
798298899,00039,79829889900039,O,2018-10-01,22,2023,,2025-03-28T13:00:58.888,true,A,O,,2013-10-25,5710,MOULINOT COMPOST & BIOGAZ,,,,,,,,,,,38.11Z,NAFRev2,,N,,22,2023,00039,2025-03-28T13:00:58.879,PME,2023,ZAC DE LA CERISAIE,,,,AVENUE,JEAN MOULIN,93240,STAINS,,93072,,,930724748_B,655515.8101761328,6873166.097943032,A,,,,,38.11Z,NAFRev2,O
798312054,00033,79831205400033,O,2022-07-01,22,2023,,2025-11-12T12:01:44.967,true,A,O,,2013-10-28,5710,GROUPE CIMES,,,,,,,,,,,82.11Z,NAFRev2,,N,,22,2023,00033,2025-11-12T12:01:44.952,ETI,2023,IMMEUBLE LE VINCI,4,,,ALLEE,DE L'ARCHE,92400,COURBEVOIE,,92026,,,920260071_B,644010.862715774,6866453.381575832,A,,,,,82.11Z,NAFRev2,O
798359345,00039,79835934500039,O,2022-03-25,21,2023,,2024-03-30T15:50:19.335,true,A,O,,2013-11-01,5499,PENTABELL,,,,,,,,,,,71.12B,NAFRev2,,N,,21,2023,00039,2024-03-22T09:28:19,PME,2023,,140,B,,RUE,DE RENNES,75006,PARIS,,75106,,,751068151_B,650480.215594778,6860814.500028463,A,,,,,71.12B,NAFRev2,O
798360962,00020,79836096200020,O,2019-02-01,32,2023,,2025-02-02T02:41:52.501,true,A,O,,2013-10-31,5710,NIELSENIQ SERVICES FRANCE SAS,,,,,,,,,,,73.20Z,NAFRev2,,N,,32,2023,00020,2024-03-22T09:28:19,ETI,2023,SCENEO,1,,,RUE,JULIUS ET ETHEL ROSENBERG,95870,BEZONS,,95063,,,9506302e2_B,642754.3231370235,6869371.920736971,A,,,,,73.20Z,NAFRev2,O
798444675,00028,79844467500028,O,2013-12-01,21,2023,,2025-01-24T03:21:17.035,true,A,O,,2013-11-13,5499,TABRIZALE,,,,,,,,,,,56.10C,NAFRev2,,N,,21,2023,00028,2024-03-22T09:28:19,PME,2023,,19,,,PLACE,DE LA REPUBLIQUE,75003,PARIS,,75103,,,751038159_B,653227.8887024487,6863254.164802912,A,,,,,56.10C,NAFRev2,O
798534293,00039,79853429300039,O,2018-07-23,21,2023,,2025-02-06T02:18:43.311,true,C,O,,2013-11-14,5710,JUNE PARTNERS,,,,,,,,,,,66.19B,NAFRev2,,N,,21,2023,00039,2024-12-03T16:32:16.231,ETI,2023,,52,,,RUE,D'ANJOU,75008,PARIS,,75108,,,751080351_B,650295.9657905819,6863880.509790217,F,,,,,66.19B,NAFRev2,O
